关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
大模型,5262650847265310,工信部放大招！AI+制造成主战场。算力芯片、工业大模型迎重磅政策东风，这波算力行情要再上台阶了！不同于以往的泛化支持，这次直接锚定制造业赋能核心，四大工作精准切中产业痛点，突破关键技术+做优生态双管齐下，更叠加国际合作和安全治理，产业发展的底层逻辑更扎实了。 算力是AI+制造的核心底 ...全文,,https://wx1.sinaimg.cn/orj360/006HBrrNgy1i9yo7p0jqtj30ng12pn66.jpg,,,Wed Feb 04 17:26:40 +0800 2026,娱乐博主,95,17,20
大模型,5262647912038664,这次行情，可能比大家想的要长得多 我在市场里摸爬滚打二十年，说几句实在话： 一、这是一轮全新的大周期，和以前完全不一样现在上涨的方向，跟过去几轮牛市完全不同。比如人工智能大模型、商业航天，以前都是科幻里的东西，现在真的走进现实，开始改变整个社会。人工智能，很可能是人类最后一次 ...全文,,https://wx2.sinaimg.cn/orj360/0075PEB8gy1i9ynvk1af5j30u00e8tav.jpg,,,Wed Feb 04 17:14:59 +0800 2026,游戏博主 超话主持人（寒湫超话）,6,0,3
大模型,5262646241920123,0次0次啦 VLA8.2 日常通勤可以到0次啦但是你让我平心而论，市面上哪家是我个人觉得最好的AD，仅从行车场景看. 我会投地平线的HSD啦纯个人感受【如果觉得不对就是我说错了】额外叠一句：VLA 8.2 是目前 可能唯一一个主要依赖本地算力【通过多模态大模型LLM】 去完成 可 ...全文,,https://wx2.sinaimg.cn/orj360/7af6a842gy1i9ynmw8kb6j20wi26cagj.jpg,,,Wed Feb 04 17:08:22 +0800 2026,浙江大学心理学博士,8,0,11
大模型,5262646083322218,好消息！算力芯片和工业大模型，将迎来高速增长！这些行业将受益！刚刚，工信部在2026年人工智能产业发展联盟全会上，释放出积极信号，将“人工智能+制造”，推向战略的执行层面。下一步的重点工作是，突破算力芯片和工业大模型等，关键技术，并做优应用生态。这是对今年1月初，八部门联合印发的《 ...全文,,无,,,Wed Feb 04 17:07:43 +0800 2026,微博原创视频博主 头条文章作者,7,0,4
大模型,5262644140577282,【安全大模型，真的有用吗？】开源安全大语言模型只是开始，关键在于怎么用。GenAIOps的AI-Events可从几百万条防火墙日志中自动识别风险，再结合Sec-8B对安全风险进行解析和总结，并通过提示词工程实现从识别、分析到一键封堵的闭环，帮安全团队把大模型变成“第二大脑”。 思科中国的微博视频 ,,无,"https://f.video.weibocdn.com/o0/4d5NXnvQlx08v501rjhS01041200fkRO0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731525&ssig=rBHT5%2FJM8A&KID=unistore,video",,Wed Feb 04 17:00:01 +0800 2026,思科中国官方微博,18,61,28
大模型,5262644136381082,智能时刻的观察 🔥【2025AI技能天梯图】12项必杀技碾压同行！🚀 12大AI生存技能拆解（对照原图扇形结构）1️⃣ 提示词炼金术▫️ 精准操控GPT-4/Claude：医疗诊断/法律文书场景模板▫️ 工具：ChatGPT Prompt Engineering插件2️⃣ 自动化流水线▫️  ...全文,,https://wx4.sinaimg.cn/orj360/971b7d63ly1i9vgdi426lj20j60qm19a.jpg,,,Wed Feb 04 17:00:00 +0800 2026,科技博主 超话主持人（AI创造营超话） 微博解说视频博主 头条文章作者,3,2,2
大模型,5262630185861617,沪深股市商业航天+AI+社交媒体三重概念核心标的1. 三维通信（002115）：子公司海卫通主营海事卫星通信，手握中国星网终端订单；自研AI工具，为TikTok核心代理，三重概念深度绑定。2. 蓝色光标（300058）：与xAI合作布局太空AI营销，自研BlueAI平台孵化百余个AI Agent，深度绑定主流社交平台生态。 ...全文,,https://wx1.sinaimg.cn/orj360/97b7e161gy1i9yk2s8gxnj20s80p7n00.jpg,,,Wed Feb 04 16:04:34 +0800 2026,投资内容创作者,5,1,1
大模型,5262630063179099,【#摩尔线程推出智能编程服务#】摩尔线程日前正式推出AI Coding Plan智能编程服务。这也是首个基于国产全功能GPU算力底座构建的智能开发解决方案，以摩尔线程MTT S5000的全精度计算能力为核心驱动，融合硅基流动推理加速引擎，并集成GLM-4.7代码模型。摩尔线程表示，AI Coding Plan成功实现了国产 ...全文,,https://wx2.sinaimg.cn/orj360/001Nakaogy1i9ylt6p0bjj60go09eq7002.jpg,,,Wed Feb 04 16:04:05 +0800 2026,新浪科技官方微博,0,1,3
大模型,5262628530162317,#鸿蒙智行新年OTA马上升级#问大家一个过年开车回家的小问题，你们春节开车回家或者出去玩都会遇到哪些问题？北方的朋友肯定会说雪地打滑，还有山里的朋友会说对山路的恐惧，从城里回村的又有窄路会车的焦虑。要我说开上鸿蒙智行，这些都不是什么问题。近日，鸿蒙智行推出了新年OTA“开门红”版本， ...全文,,"https://wx1.sinaimg.cn/orj360/006OBdIqgy1i9ykez09dxj31c60t80zp.jpg,https://wx1.sinaimg.cn/orj360/006OBdIqgy1i9ykf12yy1j319c0u00zw.jpg,https://wx2.sinaimg.cn/orj360/006OBdIqgy1i9ykkp2r32j319c0u0qa1.jpg,https://wx4.sinaimg.cn/orj360/006OBdIqgy1i9ykkrboo8j31c60teqa7.jpg,https://wx3.sinaimg.cn/orj360/006OBdIqgy1i9ykkt9m1lj31c40tiai2.jpg,https://wx3.sinaimg.cn/orj360/006OBdIqgy1i9ykkv4lfbj319c0u0gsr.jpg,https://wx3.sinaimg.cn/orj360/006OBdIqgy1i9ykkxgtcwj319c0u0jy2.jpg,https://wx1.sinaimg.cn/orj360/006OBdIqgy1i9ykl1ahdzj31ck0toqa4.jpg,https://wx1.sinaimg.cn/orj360/006OBdIqgy1i9ykl3sa3kj31c60te7bb.jpg",,,Wed Feb 04 15:57:59 +0800 2026,科技博主,1554,258,104
大模型,5262624399033376,网页链接人工智能的方向是不是走反了(四）：节能的生命目前，大模型最大的问题是高能耗，可在自然界这似乎并不是问题，因为没有一个个体是需要吃掉一个中小城市电量般的高能量来维持生命的。自然界里，最费能的当数人类。自从成了食物链的顶端后，人类常处于食品富足的时候，甚至因为 ...全文,,"https://wx2.sinaimg.cn/orj360/dd260bddly1i9yl68trsaj20sg0sg7oa.jpg,https://wx3.sinaimg.cn/orj360/dd260bddly1i9yl6booesj20sg0sg7rg.jpg",,,Wed Feb 04 15:41:34 +0800 2026,中国科学技术大学副研究员  2023微博年度新知博主 科学科普博主,14,2,6
大模型,5262611893454684,【#2026总台春晚带来多项首次#：8K 制作全面采用全国产化设备，AIGC 实景特效创新应用】2 月 4 日消息，据央视新闻报道，2 月 4 日，中央广播电视总台《2026 年春节联欢晚会》新闻发布会在北京举行，介绍节目创作和科技应用亮点，发布主持人阵容和舞美设计。总台编务会议成员姜文波介绍了总台在马年春 ...全文,,"https://wx2.sinaimg.cn/orj360/001ZzMwggy1i9yjqlu2myj60p90jb7mp02.jpg,https://wx3.sinaimg.cn/orj360/001ZzMwggy1i9yjqn4jwuj61403bqe8102.jpg,https://wx4.sinaimg.cn/orj360/001ZzMwggy1i9yjqng5y3j61hc0u0mzi02.jpg",,,Wed Feb 04 14:51:53 +0800 2026,IT之家（www.ithome.com）官方微博,8,1,4
大模型,5262611130354877,【#腾讯股价下挫##腾讯跌逾3%# 】2月4日，港股腾讯控股跌幅扩大至3%，报563港元。微信官宣对元宝的违规链接进行处置，限制其在微信内直接打开。 #元宝改为口令红包# #微博超有用视频大赛##微博超有用视频大赛# 郑州 郑房有问有答的微博视频 ,,无,"https://f.video.weibocdn.com/o0/ACCVYQZilx08v51BROmA01041200j1CW0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731529&ssig=WPdWs%2BDdTh&KID=unistore,video",,Wed Feb 04 14:48:51 +0800 2026,房产博主,0,0,2
大模型,5262595059092997,【#姚顺雨加入腾讯后首次发布成果#：构建CL-bench并提出大模型迭代新方向】腾讯混元官网技术博客（Tencent HY Research）发表名为《从上下文中学习，远比我们想象的要难》的文章，系统介绍了腾讯混元团队联合复旦大学的一项新研究。 这是姚顺雨加入腾讯担任首席AI科学家后团队首次发布研究成果，也是腾 ...全文,,https://wx3.sinaimg.cn/orj360/001Nakaogy1i9yht0yi6lj61ak0pqqa702.jpg,,,Wed Feb 04 13:44:59 +0800 2026,新浪科技官方微博,6,1,2
大模型,5262586490650667,过去一年多观察的两个新东西一反一正反面就是Ai大模型座舱域或者叫AIBOX本质上把大算力的座舱芯片拆成主流座舱+单独大模型域鹏用1颗图灵做吉开始在供应商的忽悠下用orin后来转头一想这东西本来就是选配又不影响行车安全工规便宜货就行还利于国产替代但不管是哪家都处在卖硬件阶段没有应用鹏最 ...全文,,无,,,Wed Feb 04 13:10:55 +0800 2026,iPhone客户端,2,0,4
大模型,5249994883334765,【转存！#新年贺词完整视频#】#新年贺词全文# #2026新年贺词# 新年前夕，国家主席习近平通过中央广播电视总台和互联网，发表了二〇二六年新年贺词。全文如下：大家好！岁序更替，华章日新。在新年到来之际，我在北京向大家致以美好的祝福！2025年是“十四五”收官之年。5年来，我们踔厉奋发、勇毅 ...全文,,无,"https://f.video.weibocdn.com/o0/ZWZJXaLXlx08ubzPFzHW01041201tp8T0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731529&ssig=%2FFM%2BJne7DY&KID=unistore,video",,Wed Dec 31 19:16:23 +0800 2025,中央广播电视总台央视新闻官方账号,400949,78617,27218
医护人员,5272797138125002,#田栩宁栩光同行# txn#田栩宁# 夸一夸柠檬水🍋们！你们超级超级棒！！！汉堡王反馈—北京，广州站这一次，我们送出了619份@汉堡王中国 套餐，总金额超过86000元。为北京、广州、安徽六家医院的病童、陪护家属和医护人员送去了一份特别的心意。谢谢每一位捐赠的柠檬水🍋宝宝，是你们的善意汇 ...全文,,"https://wx3.sinaimg.cn/orj360/008xvKdmgy1iatpqycuqoj33402c0e82.jpg,https://wx1.sinaimg.cn/orj360/008xvKdmgy1iatpr4f05uj31bf0zkaj4.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpvlf1lwj34eo3b0b2c.jpg,https://wx4.sinaimg.cn/orj360/008xvKdmgy1iatpr6hwrfj33k02o07wj.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpqzy3ukj34eo3b07wk.jpg,https://wx3.sinaimg.cn/orj360/008xvKdmgy1iatpr3rrlaj33402c0npe.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpr7id7jj33k02o01ky.jpg,https://wx2.sinaimg.cn/orj360/008xvKdmgy1iatpr4qi7wj31ba0zg0zb.jpg,https://wx4.sinaimg.cn/orj360/008xvKdmgy1iatprdsl7sj35383tgnpj.jpg",,,Wed Mar 04 17:24:23 +0800 2026,娱乐博主,1788,358,337
医护人员,5266170943115509,直接从下面拿出来一个孩子，医护人员都还没准备好 做疝气手术的曾博士的微博视频 ,,无,"https://f.video.weibocdn.com/o0/qx7WZhc1lx08vkH2sjRe010412004WmX0E010.mp4?label=mp4_hd&template=540x1168.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731621&ssig=lIMVMh7Znh&KID=unistore,video",,Sat Feb 14 10:34:16 +0800 2026,知名健康博主,1185,68,83
医护人员,5272025356569965,#医院被炸伊朗医护抢出保温箱内婴儿#不管国家之间有什么分歧冲突医院和医护人员都必须受到保护绝不能成为攻击目标破坏医疗设施，就是剥夺平民的生存权毁掉生命的最后防线这种行为必须受到国际社会强烈谴责！ ,,无,,,Mon Mar 02 14:17:37 +0800 2026,头像本人 江西理工大学应用科学学院,26,0,4
医护人员,5272003960376177,关于某两个习惯于贩卖患者隐私在网上换流量的医护人员，我表达过不止一次了这个态度我说过好多次了，谁都喜欢八卦，遇到不平事，遇到好笑的事，遇到振奋人心的事，八卦一下子很正常可是，把自己工作对象当成自己的流量来源，时时刻刻跟秃鹫一样盯着自己的患者，每天绞尽脑汁的把自己的患者当流量放 ...全文,,"https://wx1.sinaimg.cn/orj360/62082449ly1iasiaovwofj20z08014qq.jpg,https://wx2.sinaimg.cn/orj360/62082449ly1iasiapj6koj20z023k4ad.jpg,https://wx2.sinaimg.cn/orj360/62082449ly1iasiapv9t3j20z023kwoo.jpg",,,Mon Mar 02 12:52:36 +0800 2026,读物博主 头条文章作者,692,47,18
医护人员,5259345647376873,谁不想自己喜欢的人出现在自己身边呢，医护人员健康回来以后，她的心愿就是见到王一博，王一博就假装服务人员出现在她身边🥹 你总说我泪眼汪汪的微博视频 ,,无,"https://f.video.weibocdn.com/o0/oGcx9PIElx08uQEvhcqI010412009d8q0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731621&ssig=tbNtxoPOEH&KID=unistore,video",,Mon Jan 26 14:32:59 +0800 2026,超话粉丝大咖（ROSÉ超话）,5542,156,130
医护人员,5272048692889307,#医院被炸伊朗医护抢出保温箱内婴儿##一分钟视频创作季# 医院本是救死扶伤的生命净土，却在战火中沦为袭击目标，连最脆弱的新生儿都要直面危险。爆炸、断电、废墟遍地，医护人员不顾自身安危，冲进重症监护室抢出保温箱里的早产儿，拼尽全力守护这些刚来到世界的小生命，他们是黑暗里最勇敢的光。无 ...全文,,无,"https://f.video.weibocdn.com/u0/fKiXwJl9gx08vKyYWvnO01041200dEXU0E010.mp4?label=mp4_hd&template=540x956.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731621&ssig=khvM61AKrM&KID=unistore,video",,Mon Mar 02 15:50:21 +0800 2026,中级系统集成项目管理工程师,23,0,19
医护人员,5272734217274347,今天去我手术的医院，核磁总算能做上了不过依然排很多人。这会了，还在等待。趁机观察了下医护人员的饮食感觉他们吃的好就和啊有的就买俩麻团、馅饼的，拎回办公室吃 ,,无,,,Wed Mar 04 13:14:23 +0800 2026,中国国家地理杂志社编辑,27,0,11
医护人员,5273066462249822,#两会看检察##代表最关注#【胡小青代表：让老百姓知道被网暴了该怎么维权】#检小西播报# 全国人大代表、江西省妇幼保健院肿瘤科副主任胡小青表示，近几年，医疗领域网络暴力不时发生，破坏医疗秩序、伤害医务人员。一桩桩悲剧，也为医疗领域网络暴力治理敲响警钟。她希望，检察机关继续加大对网络暴力 ...全文,,https://wx3.sinaimg.cn/orj360/005YYxUsly1iavwfi4aopj30gb0lrq46.jpg,,,Thu Mar 05 11:14:36 +0800 2026,山东省莱西市人民检察院官方微博,88,25,50
医护人员,5273217279462703,#龙狮男篮vs山东男篮# 我去，我刚打开直播，郭艾伦怎么了？？？ ,,"https://wx2.sinaimg.cn/orj360/008qJHgGly1iawdqt173jj31g20thn23.jpg,https://wx1.sinaimg.cn/orj360/008qJHgGly1iawdqt2083j31d30txq9a.jpg,https://wx1.sinaimg.cn/orj360/008qJHgGly1iawdqsx17zj31ai0s7jto.jpg",,,Thu Mar 05 21:13:54 +0800 2026,体育媒体人,22,0,8
医护人员,5273142030242600,【#医院回应医生向白发母亲塞200元#：正在组织医护人员向这对母子捐款】据极目新闻 60岁的母亲扛着24岁的脑瘫儿子一路闯过生死关卡，出院时一名医生塞给她200元，她竟掩面泣不成声，这是2月14日发生在咸宁市中医医院的动人一幕。3月4日，当事医生告诉@极目新闻 记者，这对母子是低保户，治疗费用大部分 ...全文,,无,"https://f.video.weibocdn.com/o0/x3HmmBWFlx08vP2eFSyQ01041200377t0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731621&ssig=z%2F%2FgqFLXIa&KID=unistore,video",,Thu Mar 05 16:14:53 +0800 2026,新浪新闻,109,71,22
医护人员,5273224961065928,刚发现 被羊驼攻击完怎么还亲自送到门口啊亮亮！ ,,"https://wx3.sinaimg.cn/orj360/006Ze3UXgy1iawem2h6rej30wo0jsdi0.jpg,https://wx1.sinaimg.cn/orj360/006Ze3UXgy1iawem2pli4j30wo0kign7.jpg",,,Thu Mar 05 21:44:25 +0800 2026,娱乐博主,53,2,13
医护人员,5273249072024327,人生最难受的一天#郭艾伦受伤# ,,https://wx4.sinaimg.cn/orj360/0077Fgj8ly1iawheahg4dj30wk1nltbv.jpg,,,Thu Mar 05 23:20:14 +0800 2026,体育博主 微博原创视频博主,3,0,1
医护人员,5273122689257859,我听一个同行群吐槽，他们医院还有连坐制度。比如出现了患者投诉，当事医生扣500，科室其他医生、护士加起来扣1000，科主任再扣500，副主任扣300，护士长扣200。我也很纳闷，为什么连坐制度不上升到医务科或者院领导？那他们就没有领导责任吗？他们就没有管理责任吗？院长不是医院的法人代表吗？ ...全文,,无,,,Thu Mar 05 14:58:02 +0800 2026,2025微博新锐新知博主 健康博主,198,12,45
医护人员,5273228786011765,近期全国政协委员熊水龙指出当前我国居民身份证上包含公民详细住址，若信息泄露可能被不法分子利用，威胁人身安全，由此引发了社会对于身份证是否还需印住址的讨论。是否有必要在身份证上印住址，利弊兼具。对于政府部门开展行政管理、公共服务工作，住址信息能辅助精准管理和服务，比如社区通知、人 ...全文,,无,"https://f.video.weibocdn.com/o0/Hvaum0filx08vPL1eWHS010412002eoq0E010.mp4?label=mp4_hd&template=540x776.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731632&ssig=jxZpRZgyB0&KID=unistore,video",,Thu Mar 05 21:59:37 +0800 2026,体育博主,46,0,20
医护人员,5273232661026727,【老人骑车被卷搅拌车下，消防员归队时途经事发路段，迅速展开救援】近日，云南昭通，一名老人骑车被卷搅拌车下，外出执行任务的消防员归队途中路遇事故，迅速停车救援。 都市条形码的微博视频 ,,无,"https://f.video.weibocdn.com/u0/tommAM8cgx08vPEZL96U01041200aHbc0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731632&ssig=Psp%2BZmCH5T&KID=unistore,video",,Thu Mar 05 22:15:01 +0800 2026,云南广播电视台都市频道官方微博,0,0,1
医护人员,5273232153516893,#郭艾伦受伤倒地仰面痛哭#郭艾伦在一次上篮中受伤，捂着自己的左膝，随后被医护人员用担架推出球场，希望郭艾伦无大碍，第二阶段即将开打，希望郭艾伦早日康复#郭艾伦未实现的篮球梦##郭艾伦受伤##一分钟视频创作季# 丸纸糕手的微博视频 ,,无,"https://f.video.weibocdn.com/o0/LgvDdfLllx08vPLZFLyU01041200Ffzy0E010.mp4?label=mp4_hd&template=640x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731576&ssig=2c%2BT%2FhhCBg&KID=unistore,video",,Thu Mar 05 22:13:00 +0800 2026,游戏博主 微博剪辑视频博主,15,7,8
医护人员,5273227805066741,#郭艾伦受伤#比赛第三节，郭艾伦持球突破对抗后左膝受伤倒地，当即捂住膝盖表情极度痛苦，无法自行站立。现场视频显示其膝盖在发力时遭遇外力碰撞，导致关节异常弯曲。医护人员用担架将其抬离球场，离场时他情绪崩溃仰面痛哭，球迷高喊“艾伦加油”以示支持。多位篮球领域大V账号推测伤情集中在左膝 ...全文,,无,,,Thu Mar 05 21:55:43 +0800 2026,超话小主持人（绝望姐妹花_爱吐槽版超话）,11,0,12
医护人员,5273226080158388,王源#王源实体专辑在星穹下狂奔##源基金# 王源作为创始人不仅出资，更亲身参与探访。他在医院与患儿相处的细节被医护人员提及，这份真诚比单纯捐款更触动人心。@TFBOYS–王源源公益专项基金的微博视频 ,,无,"https://f.video.weibocdn.com/003DMiwblx07y70KRVOE01041200GllP0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731634&ssig=3HftNMsEgu&KID=unistore,video",,Thu Mar 05 21:48:51 +0800 2026,王源超话,0,0,1
医护人员,5273123054160839,#天津东丽区##学雷锋##雷锋##志愿者服务活动# 【学雷锋践初心 我区举办多样志愿服务活动】近日，天津东丽区各单位、街道社区开展形式多样的学雷锋纪念活动，传承雷锋精神，营造互助友爱、文明和谐的氛围。张贵庄街道詹滨西里社区联合公安东丽分局、东丽中医医院，开展“警医同行 守护平安健康”主题 ...全文,,"https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w14t25j20n30hbh0a.jpg,https://wx3.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0txipj20n30cz47s.jpg,https://wx1.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0uzmvj20n30cz7dv.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w12v6bj20n40fc7gk.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w13rx4j20n30f6am3.jpg,https://wx2.sinaimg.cn/orj360/96f7cdb9ly1iaw2w1nefsj20n30hbh1i.jpg,https://wx4.sinaimg.cn/orj360/96f7cdb9ly1iaw2w1ccs3j20mu0h51a6.jpg,https://wx3.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0g933j20bi08njuo.jpg,https://wx1.sinaimg.cn/orj360/96f7cdb9ly1iaw2w0hd4gj20bi08nq6r.jpg",,,Thu Mar 05 14:59:29 +0800 2026,天津市东丽区融媒体中心官方微博,28,0,23
医护人员,5273223295929209,#郭艾伦受伤#郭艾伦在今日（2026年3月5日）CBA常规赛广州龙狮对阵山东男篮的比赛中左膝受伤，痛苦倒地后被担架抬离球场，具体伤情尚待进一步确认。一、最新伤情动态受伤场景与紧急处理郭艾伦在比赛第四节突破上篮时左膝受力扭伤，当场痛苦倒地无法起身，医护人员用担架将其抬离球场。慢镜头显示其 ...全文,,无,,,Thu Mar 05 21:37:48 +0800 2026,娱乐博主 超话粉丝钻咖（陈楚生超话）,57,3,36
医护人员,5273221968432606,疼痛难免 This Is Going to Hurt (2022) 跟匹兹堡一样，感觉前线医护人员强度和压力真心巨大，可惜咱国内拍不出这种医疗剧。#2026追剧记录# 015 ,,"https://wx3.sinaimg.cn/orj360/548a9817ly1iawe85pn57j20u0194tk8.jpg,https://wx1.sinaimg.cn/orj360/548a9817ly1iawe85ok2qj21hc0u0n4g.jpg",,,Thu Mar 05 21:32:32 +0800 2026,微博网页版,0,0,1
医护人员,5273151680546974,分享视频 玥趴的微博视频 ,,无,"https://f.video.weibocdn.com/u0/rowqb96qgx08vPpYSH4A01041200baRb0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731636&ssig=z2AtHwzV03&KID=unistore,video",,Thu Mar 05 16:53:14 +0800 2026,微博原创视频博主,30,5,5
医护人员,5273151680546974,分享视频 玥趴的微博视频 ,,无,"https://f.video.weibocdn.com/u0/rowqb96qgx08vPpYSH4A01041200baRb0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731637&ssig=S587n%2Br4JC&KID=unistore,video",,Thu Mar 05 16:53:14 +0800 2026,微博原创视频博主,30,5,5
医护人员,5273060242360411,前文指路网页链接合集指路网页链接从此就维持着这种关系。每次发情期前郑在玹都会住到这里。渐渐的不是发情期也会住在这里。理由是需要专业人员和安保人员陪同待产Omega。金道英瞥人一眼，说，你才是最大的威胁，郑、医、生。于是郑医生入住失败。不过有了信息素安 ...全文,,无,,,Thu Mar 05 10:49:53 +0800 2026,音乐博主 微博剪辑视频博主,49,1,4
医护人员,5273155384907060,王天辰郭晓婷你俩真的是缘分来了挡都挡不住啊，期待再搭档！#姐姐姐夫让工作人员又相信爱情了##王天辰在郭晓婷面前演花楹##一分钟视频创作季# cr：见水印 露池lucky的微博视频 ,,无,"https://f.video.weibocdn.com/o0/PEAqWAYElx08vPqZ5rtK01041200AkAR0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731637&ssig=vp6j%2Bfw%2B0o&KID=unistore,video",,Thu Mar 05 17:07:57 +0800 2026,时尚博主,20,0,1
医护人员,5273202796267303,#建议医务人员薪酬不得与创收挂钩#大多数医院一直都没有挂钩，只有少数才是，医生的主要任务是救人治病，不是创造业绩的。只不过还有一个收支问题，医护的工资也要保证到位才行。 ,,无,,,Thu Mar 05 20:16:21 +0800 2026,数码博主,142,26,104
医护人员,5273153636402238,[这就是以色列人的韧性]空袭警报响起间隙  医生为80岁老人恢复视力在警报声不断响起，医护人员和病人纷纷寻找掩体之际，以色列拉姆巴姆医疗中心的医生们仍坚持进行期待已久的角膜移植手术，不辜负捐赠者的恩情，在枪林弹雨中完成了这项精细的手术。接受手术的是一位80多岁老人，他等待合适的角膜 ...全文,,https://wx1.sinaimg.cn/orj360/005QRfAsly1iavxjxdplsj30sg0nb16n.jpg,,,Thu Mar 05 17:01:00 +0800 2026,以色列驻成都总领事馆官方微博,392,4,59
医护人员,5273197764674107,#建议医务人员薪酬不得与创收挂钩# 有人去医院做尖税湿疣手术，医生没做干净，过一段时间复发了，又去医院做一次手术，医生又没做干净，过一段时间又复发了。医生说尖税湿疣就是这个特点，做不干净。你也不知道是真做不干净还是假做不干净。有创收指标，就可能留操作空间，也就自然有医患间的猜忌。 ,,无,,,Thu Mar 05 19:56:21 +0800 2026,经济师 公益博主 头条文章作者,8,0,17
医护人员,5273072814790348,#建议禁止性侵未成年罪犯进入幼儿园#严惩特殊职责人员犯罪针对教师、监护人、医护人员等具有特殊职责的人员利用职权实施性侵的行为，建议将其作为法定加重情节予以从重处罚。例如，若利用职务便利奸淫幼女，应依法顶格量刑。建立出狱后动态监管体系对性侵未成年人的犯罪分子，在刑罚执行完毕或假释 ...全文,,无,"https://f.video.weibocdn.com/o0/5VwKiLoilx08vP4tvCes01041200qpNP0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731638&ssig=zWbsRHbPli&KID=unistore,video",,Thu Mar 05 11:39:51 +0800 2026,情感博主 超话小主持人（雅一点好超话）,91,0,5
医护人员,5273183416747081,意大利。上千人参加了因心脏移植手术失败而去世的两岁男童多梅尼科的葬礼，意大利总理也出席了。事件：梅尼科去年12月底在拿坡里莫纳尔迪医院（Monaldi Hospital）接受移植手术，该颗心脏由北部波札诺（Bolzano）运往南部拿坡里，行程长达约800公里。可惜，在长达八小时的运输过程中，医护人员用了 ...全文,,"https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t6j9o2j20u011i7gc.jpg,https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t73vroj20u011ik4b.jpg,https://wx1.sinaimg.cn/orj360/e0398e31gy1iaw9t75y8zj20u011ik1n.jpg,https://wx3.sinaimg.cn/orj360/e0398e31gy1iaw9t77rz8j20u011i4dh.jpg,https://wx4.sinaimg.cn/orj360/e0398e31gy1iaw9t7a0z6j20u011iaqa.jpg",,,Thu Mar 05 18:59:20 +0800 2026,知名本地博主 海外资讯博主（德国） 微博原创视频博主,3,1,1
医护人员,5272851399051377,你觉得宝宝能看到为他服务的医生吗？ 蓝莓医生的微博视频 ,,无,"https://f.video.weibocdn.com/o0/VlwPZvy7lx08vKMLbo6A010412009m1G0E010.mp4?label=mp4_hd&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731647&ssig=hIEYOJlZ0o&KID=unistore,video",,Wed Mar 04 21:00:01 +0800 2026,2019-2021十大影响力健康医疗大V  外科医生,89,9,24
